file_name,referent,direction,np,pronoun,intervening,ld_text,verb_phrase_text,np_text,pronoun_text,intervening_text,previous_cu,cu,next_cu,narrative,ld_count,cu_count
USbi68FT_isE.exb,driver1,np_first,simple,personal,1,(-) the guy (-) he braked,(-) the guy (-) he braked s/,(-) the guy (-),(-) he braked,(-) the guy (-) he braked,(-),and as soon as that (-) soccer ball rolled under the car (-) the guy (-) he braked s/ just so i don=t know if he didn=t wanna (-) like run over the ball or (-) didn=t wanna cause damage to his car,(-),(--) hey i just saw a car accident happen it was crazy i just saw a guy (-) that was bouncing a soccer ball (-) a:nd he was with his (-) he was with his wife and probably his child i don=t (-) i don=t wanna assume but (-) when he was bouncing the soccer ball (--) i:t rolled underneath (-) two cars that were pulling up into the parking lot (-) [tongueclicking] with which they were walking to (-) and as soon as that (-) soccer ball rolled under the car (-) the guy (-) he braked s/ just so i don=t know if he didn=t wanna (-) like run over the ball or (-) didn=t wanna cause damage to his car (-) but he: (-) he braked really quickly and the car behind him (-) hit the car in the front (-) u:h (-) and then (-) while that was happening (-) i don=t know how this is relevant to: (-) the accident but (-) there was a lady unloading groceries from her car (--) [tongueclicking] and she had a dog on a leash with her (-) so as soon as the dog saw that ball he got scared an(d) (-) pulled its owner (-) so she had t/ to drop some of her groceries and the guy that had the ball went to go help her (-) but (-) i don=t know whose fault it is i don=t if its the guy that had the ball (-) its the guy that (-) had to brake (-) [tongueclicking] (-) i dunno you tell me (-),1,21
USbi69FT_isE.exb,car1,np_first,simple,personal,0,and the car wa/ it was,and the car wa/ it was already turned in (-),and the car wa/,wa/ it was,and the car wa/ it was,and as the ball got dropped (-) the dog reacted,and the car wa/ it was already turned in,(-),(-) okay so i was standing (-) and then there was this couple (-) they were u:m (-) they were just like walking off behi/ it was like in a parking lot but like in a park (-) and they were just like walking behind a a parked van or whatever so they were like kind of blocked off (-) and then (-) on the other side was like (-) someone loading (-) like a woman loading a truck with like her dog (-) on the leash (-) and the guy was trying to cross the street (-) a:nd he was like dribbling the ball (-) and then he dropped the ball when a ca/ ok i forgot this part (-) but like there were two cars about to turn into like the lot too (-) and it was like (-) a blue: subaru or something and a gray car behind it (-) and as the ball got dropped (-) the dog reacted and the car wa/ it was already turned in (-) a:nd (-) the car like slammed its brakes we/ while (-) the car behind him like (-) i guess reactively and hit his bumper (-),1,17
USbi82MT_fsE.exb,car2,np_first,preposition,personal,0,then the car (-) behind (-) that car (-) he gets,then the car (-) behind (-) that car (-) he gets out (-),then the car (-) behind (-) that car (-),(-) he gets,then the car (-) behind (-) that car (-) he gets,(--),and then the car (-) behind (-) that car (-) he gets out,(-),(-- case report ef sixteen (--) [tongueclicking] (-) a couple (--) walking (--) the woman with a baby stroller (--) the man with a soccer ball (-) bouncing it he accidentally bounces it off his foot (--) and it shoots across the street (--) on the other side of the street (-) there=s (-) a lady packing: (-) or opening her trunk f/ to put the groceries in the car (-) and she=s also carrying (det) dog (-) the dog sees the soccer ball chases (-) it across the street (--) a:n(d) (-) a blue: volvo (--) pulling in (-) sees the car (-) running across the street (-) and presses the brake (--) the car behind him (--) was not expecting him to press the brake that fast so he accidentally bumped in(-)to him a little bit (-) u:h (--) [tongueclicking] (-) [tongueclicking] (-) [tongueclicking] (-) the soccer ball guy (--) goes and runs and helps (-) the lady who: dropped the groceries (-) to put them back into the bag (--) and then the lady: picks the dog up (-) into her arms (--) [tongueclicking] while the blue blue car (-) volvo (--) gets outta the car an(d) checks to see if (-) they=re alright (--) and then the car (-) behind (-) that car (-) he gets out (-) a:nd (-) he: c/ (-) pulls out his phone and calls nine one one (-),1,20
USbi77FT_isE.exb,man,np_first,relative,personal,0,man the young man who was dribbing his ball he just,man the young man who was dribbing his ball he just like he lost his (-) control of his ball and,man the young man who was dribbing his ball he,ball he just,man the young man who was dribbing his ball he just,(--),u:h but the (-) the the man the young man who was dribbing his ball he just like he lost his (-) control of his ball,and then it just went in front of like the car (-) the blue car which is stopped right at that moment,(-) i saw an accident today (-) u:m (-) okay so there was this (-) u/ w:hite car in front of a blue ca:r they turned (-) at this intersection (-) a:n(d) there was this gu:y on the street he was just like dribbling his ball a:nd (-) u:m (-) [tongueclicking] there was another guy next to him but like that guy wasn=t important (-) a:nd (-) like opposite of that there was a woman she was just putting her groceries in her car and she had like this cute little dog (--) u:h but the (-) the the man the young man who was dribbing his ball he just like he lost his (-) control of his ball and then it just went in front of like the car (-) the blue car which is stopped right at that moment (-) u:h and then the: (-) the woman (-) =s dog basically just sh/ he got excited by this or (-) she i don=t know what gender the dog (-) or sex [laughing] the dog was but (-) whatever (-) u:m (-) so then like the dog barked at the (-) car or the ball (--) u:m: (-) and the (-) young guy he just like ran over got his ball and then like the lady she (-) got startled by the dog (-) so he was helping her pick up the groceries she (-) dropped (-) and then that=s: like right about the time where the (-) drivers just got outta the car (-) a:nd u:h (-) the other guy was like looking at the damage cuz it=s his car that got (-) i guess (-) maybe more totaled i dunno (-) u:m and then the: (-) the driver of the white car called nine one one and that was it (-),3,25
USbi77FT_isE.exb,man,np_first,simple,personal,0,and the (-) young guy he just,and the (-) young guy he just like ran over got his ball and,and the (-) young guy he,guy he just,and the (-) young guy he just,(--),u:m: (-) and the (-) young guy he just like ran over,got his ball,(-) i saw an accident today (-) u:m (-) okay so there was this (-) u/ w:hite car in front of a blue ca:r they turned (-) at this intersection (-) a:n(d) there was this gu:y on the street he was just like dribbling his ball a:nd (-) u:m (-) [tongueclicking] there was another guy next to him but like that guy wasn=t important (-) a:nd (-) like opposite of that there was a woman she was just putting her groceries in her car and she had like this cute little dog (--) u:h but the (-) the the man the young man who was dribbing his ball he just like he lost his (-) control of his ball and then it just went in front of like the car (-) the blue car which is stopped right at that moment (-) u:h and then the: (-) the woman (-) =s dog basically just sh/ he got excited by this or (-) she i don=t know what gender the dog (-) or sex [laughing] the dog was but (-) whatever (-) u:m (-) so then like the dog barked at the (-) car or the ball (--) u:m: (-) and the (-) young guy he just like ran over got his ball and then like the lady she (-) got startled by the dog (-) so he was helping her pick up the groceries she (-) dropped (-) and then that=s: like right about the time where the (-) drivers just got outta the car (-) a:nd u:h (-) the other guy was like looking at the damage cuz it=s his car that got (-) i guess (-) maybe more totaled i dunno (-) u:m and then the: (-) the driver of the white car called nine one one and that was it (-),3,25
USbi77FT_isE.exb,woman2,np_first,simple,personal,0,like the lady she (-),like the lady she (-) got startled by the dog (-),like the lady she,lady she (-),like the lady she (-),got his ball,and then like the lady she (-) got startled by the dog,(-),(-) i saw an accident today (-) u:m (-) okay so there was this (-) u/ w:hite car in front of a blue ca:r they turned (-) at this intersection (-) a:n(d) there was this gu:y on the street he was just like dribbling his ball a:nd (-) u:m (-) [tongueclicking] there was another guy next to him but like that guy wasn=t important (-) a:nd (-) like opposite of that there was a woman she was just putting her groceries in her car and she had like this cute little dog (--) u:h but the (-) the the man the young man who was dribbing his ball he just like he lost his (-) control of his ball and then it just went in front of like the car (-) the blue car which is stopped right at that moment (-) u:h and then the: (-) the woman (-) =s dog basically just sh/ he got excited by this or (-) she i don=t know what gender the dog (-) or sex [laughing] the dog was but (-) whatever (-) u:m (-) so then like the dog barked at the (-) car or the ball (--) u:m: (-) and the (-) young guy he just like ran over got his ball and then like the lady she (-) got startled by the dog (-) so he was helping her pick up the groceries she (-) dropped (-) and then that=s: like right about the time where the (-) drivers just got outta the car (-) a:nd u:h (-) the other guy was like looking at the damage cuz it=s his car that got (-) i guess (-) maybe more totaled i dunno (-) u:m and then the: (-) the driver of the white car called nine one one and that was it (-),3,25
USbi64FT_isE.exb,man,np_first,preposition,simple,1,(-) the (-) owner of the ball after helping (--) the owner (-) of the dog with (-) her stuff (-) he went,(-) the (-) owner of the ball after helping (--) the owner (-) of the dog with (-) her stuff (-) he went to the (-) drivers who had gotten out of the car to (-) examine the damage done (-),(-) the (-) owner of the ball after,(-) he went,ball after helping (--) the owner (-) of the dog with (-) her stuff (-),(-),after (-) the (-) owner of the ball after helping (--) the owner (-) of the dog with (-) her stuff (-) he went to the (-) drivers who had gotten out of the car to (-) examine the damage done,(-) [tongueclicking] (-),(3.1) i was walking (-) w/ i was (-) there were two people walking down the (--) s:idewalk (-) one was pushing a (-) baby was: pushing a stroller and the other one was playing with a ball (--) they were about to cross a s:treet (-) i guess to go to the driveway there was a (-) lady un:(-)loading her trunk (-) filled with items (-) an:d (-) she had a dog with her (-) when (-) they were cro/ when they were (-) trying to cross the ball flew out of his hand (-) a:nd (-) the dog went for the (-) um (-) went for the ball (--) a:nd (-) the lady unloading her trunk immediately (-) dropped the (-) bag in her (-) hand to go get (-) to (-) to ca(-)tch (-) the do:g (--) u:m (-) [tongueclicking] (-) the man the owner of the (-) ball ended up (-) going to get the ball and ended up (-) helping (-) the: (-) l:ady (-) with (-) her (-) with (-) the stuff that fell out of the (-) bag (-) there were two cars turning from the corner at the time (-) and (--) they had (-) one of them h/ made a (-) sharp stop to (-) prevent from hitting the other two people (-) the car behind it coul/ (-) i guess couldn=t (-) h/ (-) couldn=t stop (-) and hit the (--) and hit (-) the (-) car in front of it (-) after (-) the (-) owner of the ball after helping (--) the owner (-) of the dog with (-) her stuff (-) he went to the (-) drivers who had gotten out of the car to (-) examine the damage done (-) [tongueclicking] (-) the:y called nine one one (-) and that=s it (-),1,19
USbi01FT_isE.exb,cars,np_first,simple,personal,0,then these two cars they were,then these two cars they were coming (-),then these two cars they,cars they were,then these two cars they were,and the dog also went to the road,and then these two cars they were coming,(-),(-) so: i just saw an accident u:m this guy and his wife they were w/ like walking their baby and the guy had a ball in his hand and then the ball went to the road (-) a:nd this other ladys dog started barking and the dog also went to the road and then these two cars they were coming (-) the cars stopped so: (-) because of you know all the stuff that just happened he stopped (-) i guess not to hit them and then car behind him just crashed into him (-),1,10
USbi02FT_isE.exb,man,np_first,preposition,personal,1,then the guy who who was playing with the ball like he helped,then the guy who who was playing with the ball like he helped her and,then the guy who who was playing with the ball like,like he helped,ball like he,(-),and then the guy who who was playing with the ball like he helped her,and then after that like he went to the (-) u:m (-) the two people (--) [tongueclicking] u:m that (-) had the car accident,(-) nina girl i just saw a car accident (-) so the other day (-) i mean (-) uh well today actually i don=t know why i said the other day um (-) today i saw this guy with u:m (-) his i i don=t know if it was girlfriend or its his wife their had like this baby carriage they were walking towards (-) u:m (-) the street to cross it and then he was playing with the ball and then the ball fell (-) a:nd across the street there was a lady with her dog (-) u:m the dog had a leash on it thank god but (-) u:m: (-) the dog saw the ball and started running towards it and then this car starting coming (-) and then (-) after that like (-) the (-) the dog started (-) going after the ball and w/ well i thought the dog was going to get like crushed by this car but thank god the lady (-) um pulled the leash and was able to save the dog but then she was putting her groceries away at the time so her groceries um fell on the floor (-) and then the guy who who was playing with the ball like he helped her and then after that like he went to the (-) u:m (-) the two people (--) [tongueclicking] u:m that (-) had the car accident (-) because u:m right when the first car pressed on his brakes the other car came b/ right behind him and (-) they just like crashed so he was wanting to make sure they were okay and then they had to call the cops (-),1,24
USbi03MT_isE.exb,man,np_first,simple,personal,0,believe the father he dropped,believe the father he dropped his soccer ball and,believe the father he,father he dropped,believe the father he dropped,and (-) well they were walking but they were like trying to cross,and then like (-) the u:h (-) i believe the father he dropped his soccer ball,and as he dropped the soccer ball there=s a female across (-) kind of getting her groceries out the car,(-) hey lauren how you doing babe listen um: (-) i was just like outside with u:h my friends and we were just sitting there and there was like (-) kind of an accident that happened an:d i was just calling to tell you how it is it was basically it was like a family you know they were trying like walk and (-) well they were walking but they were like trying to cross and then like (-) the u:h (-) i believe the father he dropped his soccer ball and as he dropped the soccer ball there=s a female across (-) kind of getting her groceries out the car and she dropped her groceries and then the (-) there was a dog (-) of the lady and the dog started barking whatever and stuff and then (-) the guy with her uh no with his family walked over to the female and uh you know started helping her pick up her groceries and then (-) the two cars were like c/ (-) coming and turning in and as (-) i believe they s:een (-) that you know (-) that (-) the um (-) the guy was helping out the groceries picking up the grocery i believe they just stopped as (-) the car stop the car in the back (-) of the blue car: hit (-) the blue car in the back (-) so they uh pretty much they got into an accident (-) alright (-) peace i=ll talk to you later,1,21
USbi04FD_fsE.exb,woman1,pronoun_first,simple,possessive,0,u:h her the woman=s,u:h her the woman=s do:g uh saw the ba:ll and,her the woman=s,u:h her the,u:h her the woman=s,(-),a:nd u:h her the woman=s do:g uh saw the ba:ll,and lunged towards it ,(-) um (-) hello (-) this is uh USbi04FD i=m calling: to report a minor accident (-) um (-) i was asked to: provide an (-) witness testimony (--) uh: my: (-) the case number: is ef sixteen (3.6) okay u:m yeah so i was standi:ng uh in a parking lot and (-) um (-) [tongueclicking] two car:s were just driving in u:m there was coupl:e walking in the str/ o/ uh: on the side of the parking lot (-) u:m (-) a man (-) a:nd a woman with their baby (-) and uh the man was bouncing: a: soccer ball (-) [tongueclicking] uh (-) and he: (-) like kicked it against his foot an it rolled across: the parking lot (-) uh towards a woman who was packing=way her groceries in her ca:r (-) a:nd u:h her the woman=s do:g uh saw the ba:ll and lunged towards it a:nd uh (-) and then the: (-) uh cars that were jus:t driving up into the parking lot um (-) the first car: stopped abruptly: because of the ball and the (-) dog and then the: car right behind it (-) rearended it (-),1,16
USbi57FD_fsE.exb,man,np_first,relative,personal,0,a:nd the dude who was playing with the ba:ll (-) u:m: (--) he: helped,a:nd the dude who was playing with the ba:ll (-) u:m: (--) he: helped the woman: pick up her groceries an(d),a:nd the dude who was playing with the ba:ll (-),(--) he: helped,ba:ll (-) u:m: (--) he:,(-),a:nd the dude who was playing with the ba:ll (-) u:m: (--) he: helped the woman: pick up her groceries,an(d) then wen(t) over to inspect the damage along with the other two drivers,u:m: (-) (i=m) calling abou(t) (-) a car acciden(t) (-) the number: (-) ex sixtee:n (-) u:m: (-) so: (-) basically there was this du:de (-) this man walking with hi:s: w:ife (-) an(d) he was alongsi:de a park/ he was walking alongside a parking lo(t) an(d) he went to cross the parking lo(t) he=s/ while he was playing with a ball (-) bu(t) the ball slipped out of his hands an(d) it rolled across the street which ma:de (-) the do:g (-) of a woman on the other side of the parking lo(t) (--) oh (-) u:m: (--) a dog of (-) a woman on the other side of the parking lo(t) (-) u:m: (-) react then the dog chased after (er) the ba:ll an(d) into the ro:ad (-) a:n:(d) (-) also spilled the womans groceries cause (-) of the force (-) a:n(d) there was this car coming an(d) he didn(=t) wanna run over the do:g (-) (be)cause who wants to run over a do:g (-) u:m: (-) so: (-) th/ uh the: driver stopped like super (-) suddenly s/ an(d) the car behind him crashed into him (-) jus(t) minorly nobody was really i:njure(d) (-) a:nd the dude who was playing with the ba:ll (-) u:m: (--) he: helped the woman: pick up her groceries an(d) then wen(t) over to inspect the damage along with the other two drivers,1,16
USbi60MD_isE.exb,man,np_first,simple,personal,0,(-) a guy: he dropped,(-) a guy: he dropped a soccer ba:ll a:nd,(-) a guy: he,guy: he dropped,(-) a guy: he dropped,i just saw a car crash,and u:h (-) like a (-) a guy: he dropped a soccer ba:ll,a:nd it fell in front of a car,(-) hey i just saw a car crash and u:h (-) like a (-) a guy: he dropped a soccer ba:ll a:nd it fell in front of a car and the car behind (h)im hit (h)im (-) and the:n: (-) this lady: her do:g started barking a(t) i(t) a:nd she dropped (-) like her ba:g (-) with like groceri:es an(d) (-) so: (-) that=s tha(t) [laughing],2,8
USbi60MD_isE.exb,woman2,np_first,simple,possessive,0,(-) this lady: her do:g started,(-) this lady: her do:g started barking a(t) i(t) a:nd,(-) this lady: her,lady: her do:g started,(-) this lady: her do:g started,(-),and the:n: (-) this lady: her do:g started barking a(t) i(t),a:nd she dropped (-) like her ba:g (-) with like groceri:es,(-) hey i just saw a car crash and u:h (-) like a (-) a guy: he dropped a soccer ba:ll a:nd it fell in front of a car and the car behind (h)im hit (h)im (-) and the:n: (-) this lady: her do:g started barking a(t) i(t) a:nd she dropped (-) like her ba:g (-) with like groceri:es an(d) (-) so: (-) that=s tha(t) [laughing],2,8
USbi76FD_isE.exb,woman2,np_first,preposition_relative,personal,0,an(d) the lady (-) across the street who was loading her car (-) um: (-) her: (-) her food fell,an(d) the lady (-) across the street who was loading her car (-) um: (-) her: (-) her food fell an(d),an(d) the lady (-) across the street who was loading her car (-),(-) her food,car (-) um: (-) her: (-) her,an(d) this dog (-) tried to go after it,an(d) the lady (-) across the street who was loading her car (-) um: (-) her: (-) her food fell,an(d) he tried (-) the: guy he went to go help th(e) la(d)y pick (-) pick up the food,hey USBi76FD_P u:m so today i was walking down the stree:t (-) a:n(d) i: saw this guy: (-) he was walking with (h)is wife and his baby (-) and he dropped his ball into the road an(d) this dog (-) tried to go after it an(d) the lady (-) across the street who was loading her car (-) um: (-) her: (-) her food fell an(d) he tried (-) the: guy he went to go help th(e) la(d)y pick (-) pick up the food (-) an(d) this: (-) blue car came (-) he turned into the park(i)ng lot (-) a:nd he stopped so he didn=(t) hit the: (-) the guy an(d) the lady: (-) a:nd the silver car he came as he turned in he: ended up bumpin(g) into the car (-) who exactly do you think (-) u:h (-) should pa:y for (-) the blue car (-) or the silver car,3,14
USbi76FD_isE.exb,man,np_first,simple,personal,0,(-) the: guy he went,(-) the: guy he went to go help th(e) la(d)y pick (-) pick up the food (-),(-) the: guy he,guy he went,(-) the: guy he went,an(d) the lady (-) across the street who was loading her car (-) um: (-) her: (-) her food fell,an(d) he tried (-) the: guy he went to go help th(e) la(d)y pick (-) pick up the food,(-),hey USBi76FD_P u:m so today i was walking down the stree:t (-) a:n(d) i: saw this guy: (-) he was walking with (h)is wife and his baby (-) and he dropped his ball into the road an(d) this dog (-) tried to go after it an(d) the lady (-) across the street who was loading her car (-) um: (-) her: (-) her food fell an(d) he tried (-) the: guy he went to go help th(e) la(d)y pick (-) pick up the food (-) an(d) this: (-) blue car came (-) he turned into the park(i)ng lot (-) a:nd he stopped so he didn=(t) hit the: (-) the guy an(d) the lady: (-) a:nd the silver car he came as he turned in he: ended up bumpin(g) into the car (-) who exactly do you think (-) u:h (-) should pa:y for (-) the blue car (-) or the silver car,3,14
USbi76FD_isE.exb,car2,np_first,simple,personal,0,a:nd the silver car he came,a:nd the silver car he came as,a:nd the silver car he,car he came,a:nd the silver car he came,(-),a:nd the silver car he came ,as he turned in he: ended up bumpin(g) into the car,hey USBi76FD_P u:m so today i was walking down the stree:t (-) a:n(d) i: saw this guy: (-) he was walking with (h)is wife and his baby (-) and he dropped his ball into the road an(d) this dog (-) tried to go after it an(d) the lady (-) across the street who was loading her car (-) um: (-) her: (-) her food fell an(d) he tried (-) the: guy he went to go help th(e) la(d)y pick (-) pick up the food (-) an(d) this: (-) blue car came (-) he turned into the park(i)ng lot (-) a:nd he stopped so he didn=(t) hit the: (-) the guy an(d) the lady: (-) a:nd the silver car he came as he turned in he: ended up bumpin(g) into the car (-) who exactly do you think (-) u:h (-) should pa:y for (-) the blue car (-) or the silver car,3,14
USbi61MD_isE.exb,man,np_first,simple,personal,0,an(d) this guy: he los(t),an(d) this guy: he los(t) his soccer ba:ll (-),an(d) this guy: he,guy: he los(t),an(d) this guy: he los(t),so i was (-) in the parking lo(t),an(d) this guy: he los(t) his soccer ba:ll,(-),(-) hey so i was (-) in the parking lo(t) an(d) this guy: he los(t) his soccer ba:ll (-) an:(d) then the dog went wild an:d it led to a car crash it was kinda (-) it was kinda crazy (-) this woman dropped her groceries then he help(ed) pick (the)m up (-) an(d) i don=(t) know i jus(t) wanted to tell you what happen(ed) cause i thought it was pretty interesting and (-) i was pretty shocked [laughing],1,10
USbi73MD_fsE.exb,woman2,np_first,relative,possessive,0,(-) a: (-) woman who was (-) loading groceries into her car (-) her do:g (-),(-) a: (-) woman who was (-) loading groceries into her car (-) her do:g (-) u:h like kinda freaked ou(t) (-),(-) a: (-) woman who was (-) loading groceries into her car (-),(-) her do:g (-),car (-) her,(-),a:n:(d) while that happened (-) a: (-) woman who was (-) loading groceries into her car (-) her do:g (-) u:h like kinda freaked ou(t),(-),(-) this is ef: sixtee:n u:h this was a (-) minor car accident (-) a:n(d) (-) this guy: was jus(t) (-) bouncing a ba:ll (-) a:nd was (-) about to walk across the street except (-) it hit his foot (-) an(d) the:n it rolled across (the) street (-) an(d) the car: (--) u:h (-) stopped n/ suddenly an(d) squealed its tire:s (-) wh/ an(d) the:n: (-) the other car: (-) kinda: didn(=t) have time to stop an(d) crashed into the ba:ck (-) a:n:(d) while that happened (-) a: (-) woman who was (-) loading groceries into her car (-) her do:g (-) u:h like kinda freaked ou(t) (-) and started barking an(d) then that made her: (-) drop her bag o(f) groceri:es (-) a:nd (-) the:(n) the guy who bounced the ball helped her pick it up (-) an(d) then: (-) [tongueclicking] (-) he wen(t) over: a:n:d the gu:y dialed nine one one to: (-) ca:ll the police (-),1,15
USbi50FD_fsE.exb,woman2,np_first,relative,possessive,0,time a woman unloading groceries (-) her do:g (-),time a woman unloading groceries (-) her do:g (-) ran into the street to catch the ball (-),time a woman unloading groceries (-),(-) her do:g (-),time a woman unloading groceries (-) her do:g (-),an(d) the man was playing with a: (-) ball that rolled onto the street,an(d) at the same time a woman unloading groceries (-) her do:g (-) ran into the street to catch the ball,(-),this is case number ef sixtee:n (-) u:m i: sa:w a: minor: (-) car accident (-) toda:y (-) in a parking lot (-) outside (-) what seems to be an apartment building e/ u:m (-) or office building (-) a:nd (-) there was a: blue car driving across the parking lot (-) bu:t u:m (-) [tongueclicking] there was also a couple at the same time (-) u:h (-) m/ pushing (a) baby carriage an(d) the man was playing with a: (-) ball that rolled onto the street an(d) at the same time a woman unloading groceries (-) her do:g (-) ran into the street to catch the ball (-) a:n(d) the driver in the blue car stopped abruptly (-) u:m but there was a white car or silver possibly (-) behind him (-) that u:m (-) hit his bumper (-) a:nd (-) both got out and talked to each other an(d) it seems that they call(ed) nine one one (-) u:m (-) yeah no one was: injur:ed (-) u:h it just seems like the rearending (-) incident was the only (-) damage (-) (yeah) [laughing],1,13
USbi53MD_fsE.exb,driver1,np_first,preposition,personal,1,the: ma:n in the car: (-) the first car: he gets,the: ma:n in the car: (-) the first car: he gets ou(t) and,the: ma:n in the car: (-),car: he gets,(-) the first car: he,(-),u:m (-) a:nd then: (-) the: ma:n in the car: (-) the first car: he gets ou(t),and he um (-) starts to: (-) u:m: (-) an(d) he (-) he=s like (he=s) (w) (w) in shock,(-) [tongueclicking] (-) um so: (-) u:m i sa:w (-) oh this is case number ef sixteen (-) um so i saw a man and a woman walkin(g) down the stree(t) holding a ball: (-) u:h the woman was also holding a (-) shopping c/ er: she=s holding a: baby carriage (-) um an(d) also acro/ across the street they were like nex(t) to (a) parking lot and there was a (-) a woman with her do:g um: (-) [tongueclicking] (-) with groceries i think putting them in her car (-) and uh as this was happening there=s two cars driving down the street (-) next to/ in the parking lot (-) [tongueclicking] (-) um so then the ma:n started to cross the stree(t) (-) um an(d) he dropped his ball: (-) an(d) his ball rolled across the stree(t) (-) um an(d) then the do:g (-) jumps towards the ball an(d) the first car (-) s:creech(ed) to a halt an(d) the secon(d) car couldn=t stop in time (cause) he didn=t notice an(d) crashed into the second car (-) um the ma:n (-) who was with the other woman (-) then (-) rushed over to help the woman: as she dropped (h)er groceries when the: incident happened (-) u:m (-) a:nd then: (-) the: ma:n in the car: (-) the first car: he gets ou(t) and he um (-) starts to: (-) u:m: (-) an(d) he (-) he=s like (he=s) (w) (w) in shock an(d) he (-) checks if um the woman is hurt or if she=s okay (-) (a) :(d) when he sees that she=s okay he turns around an(d) looks at the back of his car to see if there=s any damage (-) and um as this happens the second man also gets out (a)n(d) checks the back of his car (-) u:m an(d) then the first man then calls nine one one (-) on his phone um: yeah (-) that=s what happened (-),1,23
USbi53MD_isE.exb,car1,np_first,simple,personal,1,(-) this car: like um (-) it like,(-) this car: like um (-) it like stopped an(d),(-) this car: like,(-) it like,car: like um (-) it,an(d) then this like car (-) (she) jus(t) (was) like driving along the street ,(-),this car: like um (-) it like stopped,(-) u:m yo there was this guy: who=s like (-) dribbling a ball: an(d) then he like dropped it an(d) then like a (-) like a do:g ran towards it an(d) then this like car (-) (she) jus(t) (was) like driving along the street (-) this car: like um (-) it like stopped an(d) the car behind it hit into it (-) so then like the guy: wen/ like with the ball he went and (did) to like check if the woman=s okay she like dropped (h)er groceries (-) um an(d) then (-) the guy in the first car jus(t) like hopped ou(t) an(d) he=s like (--) he=s like is everything okay here an(d) then (-) he like looked behind to see if like the car was like um (-) was like injured and um: (-) yeah and then the guy behind him also hopped out to see if he=s okay an(d) then (-) they like u:h (-) u:m: then they like: call nine one one so (-) yeah (-),2,15
USbi53MD_isE.exb,man,np_first,preposition,personal,0,like the guy: wen/ like with the ball he went,like the guy: wen/ like with the ball he went and (did) to like check if the woman=s okay she,like the guy: wen/ like with the ball he,ball he went,like the guy: wen/ like with the ball he went,(-),so then like the guy: wen/ like with the ball he went and (did) to like check if the woman=s okay,she like dropped (h)er groceries,(-) u:m yo there was this guy: who=s like (-) dribbling a ball: an(d) then he like dropped it an(d) then like a (-) like a do:g ran towards it an(d) then this like car (-) (she) jus(t) (was) like driving along the street (-) this car: like um (-) it like stopped an(d) the car behind it hit into it (-) so then like the guy: wen/ like with the ball he went and (did) to like check if the woman=s okay she like dropped (h)er groceries (-) um an(d) then (-) the guy in the first car jus(t) like hopped ou(t) an(d) he=s like (--) he=s like is everything okay here an(d) then (-) he like looked behind to see if like the car was like um (-) was like injured and um: (-) yeah and then the guy behind him also hopped out to see if he=s okay an(d) then (-) they like u:h (-) u:m: then they like: call nine one one so (-) yeah (-),2,15
USmo03FE_isE.exb,woman2,np_first,simple,personal,0,u:m a lady: she was,u:m a lady: she was packing her groceri:es in her car with her do:g (-),u:m a lady: she,lady: she was,u:m a lady: she was,and a gu:y that was bouncing a ba:ll,in the mist of tha:t (-) u:m a lady: she was packing her groceri:es in her car with her do:g,(-),okay so: u:m (-) there was this car accident i was standing he:re (-) there was a man and a woman (-) who was u:m (-) [tongueclicking] walki:ng and a gu:y that was bouncing a ba:ll in the mist of tha:t (-) u:m a lady: she was packing her groceri:es in her car with her do:g (-) u:m the guy ha/ ended up dropping his ba:ll (-) a:nd the do:g ran after it in the middle of the street and then: the car accident happened (-) the white car hit the blue car: (-) the people: nobody was hurt (-) the people got out of the car: called nine one o:ne a:nd (-) we left,1,14
USmo11FE_fsE.exb,cars,np_first,preposition,partitive,1,so these two cars that were turning in: to the parking lot a(t) the same time (-) u:m one of them: the,so these two cars that were turning in: to the parking lot a(t) the same time (-) u:m one of them: the one in front had to stop short you,so these two cars that were turning in: to the parking lot a(t) the same time (-),u:m one of them: the,time (-) u:m one,and so (-) there (were) kind of you know some commotion in the middle of the: (-) parking lot,an(d) so these two cars that were turning in: to the parking lot a(t) the same time (-) u:m one of them: the one in front had to stop short,you know he saw what=s going on,um hi: i:=m calling about cas:e um ef sixteen i: i witnessed a minor car accident (-) u:m: (-) an:d so: just to tell you what happen:ed there was: u:m: (-) you know a man with a soccer ba:ll and he dropped the soccer ba:ll it rolled across the: the sidewalk (-) u:m: ther:e a do:g was you know also in the parking lot start chasing after it an(d) this woman who was holding the leash dropped her groceries and so (-) there (were) kind of you know some commotion in the middle of the: (-) parking lot an(d) so these two cars that were turning in: to the parking lot a(t) the same time (-) u:m one of them: the one in front had to stop short you know he saw what=s going on do i wanna hit the peopl:e or the dog u:m so he (-) stopped short a:n(d) i guess the other car behind him: um didn=t have enough time to: stop u:m (-) eh or wasn=t maybe it wasn=t paying attention a:nd um he: jus(t) slightly rearended the first car (-) u:m you know it didn=t seem that ba:d um just a little fender bender u:m (-) but um: (-) yeah just wanted to: call an let you know my: my perspective,1,22
